Training Naive Bayes classifier with frequency mode...
Naive Bayes training complete.

=Performance Metrics:
Confusion Matrix:
[2925, 75]
[399, 783]
Accuracy: 0.8867
Precision: 0.8800
Recall: 0.9750
F1 Score: 0.9250

Predictions Log:
Doc ID, Predicted Class, Actual Class
366, negative, positive
367, positive, positive
368, positive, positive
369, positive, positive
370, negative, positive
371, negative, positive
372, positive, positive
373, positive, positive
374, positive, positive
375, positive, positive
376, positive, positive
377, positive, positive
378, negative, positive
379, negative, positive
380, negative, positive
381, positive, positive
382, negative, positive
383, positive, positive
384, positive, positive
385, positive, positive
386, negative, positive
387, positive, positive
388, positive, positive
389, positive, positive
390, positive, positive
391, positive, positive
392, negative, positive
393, negative, positive
394, negative, positive
395, negative, positive
396, negative, positive
397, positive, positive
398, positive, positive
399, positive, positive
400, positive, positive
401, positive, positive
402, positive, positive
403, negative, positive
404, negative, positive
405, positive, positive
406, positive, positive
407, positive, positive
408, negative, positive
409, positive, positive
410, negative, positive
411, positive, positive
412, positive, positive
413, positive, positive
414, negative, positive
415, negative, positive
416, negative, positive
417, positive, positive
418, positive, positive
419, negative, positive
420, negative, positive
421, positive, positive
422, positive, positive
423, positive, positive
424, negative, positive
425, positive, positive
426, positive, positive
427, positive, positive
428, positive, positive
429, negative, positive
430, positive, positive
431, positive, positive
432, negative, positive
433, positive, positive
434, negative, positive
435, positive, positive
436, negative, positive
437, positive, positive
438, positive, positive
439, positive, positive
440, positive, positive
441, positive, positive
442, positive, positive
443, negative, positive
444, positive, positive
445, positive, positive
446, negative, positive
447, positive, positive
448, positive, positive
449, positive, positive
450, positive, positive
451, positive, positive
452, negative, positive
453, positive, positive
454, positive, positive
455, positive, positive
456, positive, positive
457, positive, positive
458, positive, positive
459, negative, positive
460, positive, positive
461, positive, positive
462, positive, positive
463, positive, positive
464, negative, positive
465, positive, positive
466, negative, positive
467, positive, positive
468, negative, positive
469, positive, positive
470, positive, positive
471, negative, positive
472, negative, positive
473, negative, positive
474, positive, positive
475, positive, positive
476, positive, positive
477, positive, positive
478, positive, positive
479, positive, positive
480, negative, positive
481, negative, positive
482, positive, positive
483, positive, positive
484, negative, positive
485, positive, positive
486, positive, positive
487, positive, positive
488, negative, positive
489, positive, positive
490, positive, positive
491, positive, positive
492, positive, positive
493, positive, positive
494, positive, positive
495, positive, positive
496, positive, positive
497, positive, positive
498, positive, positive
499, positive, positive
500, positive, positive
501, positive, positive
502, positive, positive
503, positive, positive
504, positive, positive
505, positive, positive
506, positive, positive
507, positive, positive
508, negative, positive
509, positive, positive
510, positive, positive
511, negative, positive
512, positive, positive
513, positive, positive
514, positive, positive
515, negative, positive
516, negative, positive
517, positive, positive
518, positive, positive
519, positive, positive
520, negative, positive
521, positive, positive
522, positive, positive
523, positive, positive
524, positive, positive
525, negative, positive
526, negative, positive
527, positive, positive
528, positive, positive
529, negative, positive
530, positive, positive
531, positive, positive
532, negative, positive
533, negative, positive
534, positive, positive
535, positive, positive
536, positive, positive
537, negative, positive
538, positive, positive
539, positive, positive
540, positive, positive
541, positive, positive
542, positive, positive
543, positive, positive
544, positive, positive
545, positive, positive
546, negative, positive
547, positive, positive
548, positive, positive
549, negative, positive
550, negative, positive
551, positive, positive
552, positive, positive
553, positive, positive
554, negative, positive
555, positive, positive
556, negative, positive
557, negative, positive
558, negative, positive
559, positive, positive
560, positive, positive
561, positive, positive
562, negative, positive
563, positive, positive
564, negative, positive
565, positive, positive
566, negative, positive
567, positive, positive
568, positive, positive
569, positive, positive
570, negative, positive
571, positive, positive
572, positive, positive
573, negative, positive
574, negative, positive
575, negative, positive
576, positive, positive
577, positive, positive
578, positive, positive
579, negative, positive
580, negative, positive
581, negative, positive
582, negative, positive
583, negative, positive
584, negative, positive
585, positive, positive
586, positive, positive
587, negative, positive
588, negative, positive
589, positive, positive
590, negative, positive
591, positive, positive
592, positive, positive
593, positive, positive
594, positive, positive
595, negative, positive
596, positive, positive
597, negative, positive
598, positive, positive
599, positive, positive
600, positive, positive
601, negative, positive
602, positive, positive
603, negative, positive
604, positive, positive
605, negative, positive
606, positive, positive
607, positive, positive
608, positive, positive
609, positive, positive
610, positive, positive
611, positive, positive
612, positive, positive
613, negative, positive
614, positive, positive
615, positive, positive
616, positive, positive
617, negative, positive
618, positive, positive
619, positive, positive
620, positive, positive
621, positive, positive
622, positive, positive
623, positive, positive
624, positive, positive
625, positive, positive
626, positive, positive
627, positive, positive
628, negative, positive
629, positive, positive
630, positive, positive
631, negative, positive
632, negative, positive
633, positive, positive
634, negative, positive
635, negative, positive
636, positive, positive
637, negative, positive
638, positive, positive
639, positive, positive
640, positive, positive
641, positive, positive
642, positive, positive
643, positive, positive
644, positive, positive
645, negative, positive
646, positive, positive
647, negative, positive
648, positive, positive
649, positive, positive
650, positive, positive
651, positive, positive
652, negative, positive
653, positive, positive
654, positive, positive
655, positive, positive
656, positive, positive
657, negative, positive
658, positive, positive
659, positive, positive
660, positive, positive
661, positive, positive
662, negative, positive
663, positive, positive
664, negative, positive
665, positive, positive
666, negative, positive
667, positive, positive
668, positive, positive
669, positive, positive
670, negative, positive
671, positive, positive
672, positive, positive
673, negative, positive
674, negative, positive
675, negative, positive
676, positive, positive
677, negative, positive
678, negative, positive
679, positive, positive
680, positive, positive
681, positive, positive
682, positive, positive
683, positive, positive
684, positive, positive
685, positive, positive
686, positive, positive
687, negative, positive
688, negative, positive
689, positive, positive
690, negative, positive
691, negative, positive
692, positive, positive
693, negative, positive
694, positive, positive
695, negative, positive
696, positive, positive
697, negative, positive
698, positive, positive
699, positive, positive
700, positive, positive
701, positive, positive
702, negative, positive
703, positive, positive
704, positive, positive
705, positive, positive
706, positive, positive
707, positive, positive
708, negative, positive
709, positive, positive
710, positive, positive
711, positive, positive
712, positive, positive
713, positive, positive
714, positive, positive
715, positive, positive
716, positive, positive
717, positive, positive
718, negative, positive
719, negative, positive
720, positive, positive
721, positive, positive
722, negative, positive
723, positive, positive
724, positive, positive
725, negative, positive
726, positive, positive
727, positive, positive
728, positive, positive
729, negative, positive
730, negative, positive
731, negative, positive
732, positive, positive
733, negative, positive
734, negative, positive
735, negative, positive
736, negative, positive
737, negative, positive
738, positive, positive
739, negative, positive
740, negative, positive
741, positive, positive
742, positive, positive
743, positive, positive
744, negative, positive
745, positive, positive
746, negative, positive
747, positive, positive
748, negative, positive
749, positive, positive
750, positive, positive
751, positive, positive
752, positive, positive
753, positive, positive
754, positive, positive
755, negative, positive
756, positive, positive
757, positive, positive
758, positive, positive
759, positive, positive
760, negative, positive
761, positive, positive
762, positive, positive
763, positive, positive
764, positive, positive
765, positive, positive
766, positive, positive
767, positive, positive
768, positive, positive
769, positive, positive
770, positive, positive
771, positive, positive
772, negative, positive
773, positive, positive
774, positive, positive
775, negative, positive
776, positive, positive
777, negative, positive
778, negative, positive
779, positive, positive
780, positive, positive
781, negative, positive
782, positive, positive
783, negative, positive
784, negative, positive
785, negative, positive
786, positive, positive
787, positive, positive
788, negative, positive
789, negative, positive
790, positive, positive
791, negative, positive
792, positive, positive
793, negative, positive
794, positive, positive
795, positive, positive
796, positive, positive
797, positive, positive
798, positive, positive
799, positive, positive
800, positive, positive
801, positive, positive
802, negative, positive
803, positive, positive
804, negative, positive
805, positive, positive
806, negative, positive
807, negative, positive
808, negative, positive
809, positive, positive
810, positive, positive
811, negative, positive
812, negative, positive
813, positive, positive
814, positive, positive
815, positive, positive
816, positive, positive
817, negative, positive
818, positive, positive
819, positive, positive
820, negative, positive
821, negative, positive
822, positive, positive
823, positive, positive
824, positive, positive
825, negative, positive
826, negative, positive
827, positive, positive
828, positive, positive
829, negative, positive
830, negative, positive
831, positive, positive
832, negative, positive
833, positive, positive
834, positive, positive
835, positive, positive
836, positive, positive
837, positive, positive
838, negative, positive
839, positive, positive
840, positive, positive
841, negative, positive
842, positive, positive
843, negative, positive
844, positive, positive
845, negative, positive
846, positive, positive
847, negative, positive
848, positive, positive
849, positive, positive
850, negative, positive
851, negative, positive
852, positive, positive
853, positive, positive
854, negative, positive
855, positive, positive
856, positive, positive
857, positive, positive
858, positive, positive
859, negative, positive
860, positive, positive
861, positive, positive
862, positive, positive
863, positive, positive
864, negative, positive
865, negative, positive
866, positive, positive
867, negative, positive
868, negative, positive
869, negative, positive
870, negative, positive
871, positive, positive
872, negative, positive
873, negative, positive
874, positive, positive
875, positive, positive
876, positive, positive
877, positive, positive
878, positive, positive
879, negative, positive
880, negative, positive
881, positive, positive
882, negative, positive
883, positive, positive
884, positive, positive
885, positive, positive
886, negative, positive
887, negative, positive
888, positive, positive
889, negative, positive
890, negative, positive
891, positive, positive
892, negative, positive
893, negative, positive
894, positive, positive
895, positive, positive
896, positive, positive
897, negative, positive
898, positive, positive
899, positive, positive
900, positive, positive
901, positive, positive
902, positive, positive
903, positive, positive
904, negative, positive
905, negative, positive
906, negative, positive
907, positive, positive
908, positive, positive
909, negative, positive
910, negative, positive
911, positive, positive
912, negative, positive
913, positive, positive
914, negative, positive
915, negative, positive
916, negative, positive
917, positive, positive
918, positive, positive
919, negative, positive
920, negative, positive
921, positive, positive
922, positive, positive
923, positive, positive
924, positive, positive
925, positive, positive
926, positive, positive
927, positive, positive
928, negative, positive
929, positive, positive
930, positive, positive
931, negative, positive
932, positive, positive
933, positive, positive
934, positive, positive
935, positive, positive
936, positive, positive
937, negative, positive
938, positive, positive
939, positive, positive
940, negative, positive
941, positive, positive
942, positive, positive
943, negative, positive
944, positive, positive
945, negative, positive
946, positive, positive
947, negative, positive
948, negative, positive
949, positive, positive
950, positive, positive
951, positive, positive
952, positive, positive
953, negative, positive
954, positive, positive
955, negative, positive
956, positive, positive
957, positive, positive
958, positive, positive
959, negative, positive
960, negative, positive
961, negative, positive
962, positive, positive
963, negative, positive
964, positive, positive
965, positive, positive
966, negative, positive
967, positive, positive
968, positive, positive
969, positive, positive
970, positive, positive
971, positive, positive
972, positive, positive
973, positive, positive
974, positive, positive
975, negative, positive
976, positive, positive
977, positive, positive
978, negative, positive
979, positive, positive
980, positive, positive
981, positive, positive
982, negative, positive
983, negative, positive
984, positive, positive
985, positive, positive
986, positive, positive
987, negative, positive
988, positive, positive
989, positive, positive
990, negative, positive
991, positive, positive
992, positive, positive
993, positive, positive
994, positive, positive
995, positive, positive
996, positive, positive
997, negative, positive
998, positive, positive
999, positive, positive
1000, positive, positive
1001, positive, positive
1002, negative, positive
1003, positive, positive
1004, positive, positive
1005, negative, positive
1006, positive, positive
1007, negative, positive
1008, negative, positive
1009, positive, positive
1010, positive, positive
1011, positive, positive
1012, positive, positive
1013, negative, positive
1014, negative, positive
1015, negative, positive
1016, negative, positive
1017, negative, positive
1018, positive, positive
1019, negative, positive
1020, negative, positive
1021, positive, positive
1022, positive, positive
1023, negative, positive
1024, positive, positive
1025, negative, positive
1026, positive, positive
1027, positive, positive
1028, positive, positive
1029, positive, positive
1030, positive, positive
1031, positive, positive
1032, negative, positive
1033, positive, positive
1034, negative, positive
1035, positive, positive
1036, negative, positive
1037, positive, positive
1038, positive, positive
1039, positive, positive
1040, positive, positive
1041, negative, positive
1042, positive, positive
1043, positive, positive
1044, negative, positive
1045, positive, positive
1046, negative, positive
1047, negative, positive
1048, positive, positive
1049, positive, positive
1050, negative, positive
1051, positive, positive
1052, negative, positive
1053, negative, positive
1054, positive, positive
1055, positive, positive
1056, positive, positive
1057, negative, positive
1058, positive, positive
1059, positive, positive
1060, negative, positive
1061, positive, positive
1062, positive, positive
1063, positive, positive
1064, negative, positive
1065, negative, positive
1066, positive, positive
1067, negative, positive
1068, positive, positive
1069, positive, positive
1070, positive, positive
1071, negative, positive
1072, positive, positive
1073, positive, positive
1074, negative, positive
1075, negative, positive
1076, positive, positive
1077, negative, positive
1078, negative, positive
1079, positive, positive
1080, positive, positive
1081, positive, positive
1082, positive, positive
1083, negative, positive
1084, negative, positive
1085, positive, positive
1086, positive, positive
1087, positive, positive
1088, negative, positive
1089, positive, positive
1090, positive, positive
1091, positive, positive
1092, positive, positive
1093, negative, positive
1094, positive, positive
1095, negative, positive
1096, positive, positive
1097, positive, positive
1098, negative, positive
1099, positive, positive
1100, positive, positive
1101, positive, positive
1102, negative, positive
1103, positive, positive
1104, negative, positive
1105, positive, positive
1106, negative, positive
1107, negative, positive
1108, positive, positive
1109, negative, positive
1110, negative, positive
1111, positive, positive
1112, positive, positive
1113, negative, positive
1114, negative, positive
1115, positive, positive
1116, negative, positive
1117, positive, positive
1118, positive, positive
1119, positive, positive
1120, positive, positive
1121, positive, positive
1122, positive, positive
1123, positive, positive
1124, positive, positive
1125, positive, positive
1126, positive, positive
1127, positive, positive
1128, negative, positive
1129, positive, positive
1130, positive, positive
1131, positive, positive
1132, negative, positive
1133, negative, positive
1134, positive, positive
1135, positive, positive
1136, positive, positive
1137, positive, positive
1138, positive, positive
1139, positive, positive
1140, positive, positive
1141, positive, positive
1142, positive, positive
1143, positive, positive
1144, negative, positive
1145, negative, positive
1146, positive, positive
1147, positive, positive
1148, positive, positive
1149, positive, positive
1150, negative, positive
1151, positive, positive
1152, positive, positive
1153, positive, positive
1154, positive, positive
1155, positive, positive
1156, positive, positive
1157, positive, positive
1158, positive, positive
1159, positive, positive
1160, negative, positive
1161, positive, positive
1162, positive, positive
1163, negative, positive
1164, positive, positive
1165, positive, positive
1166, positive, positive
1167, positive, positive
1168, positive, positive
1169, positive, positive
1170, positive, positive
1171, positive, positive
1172, positive, positive
1173, positive, positive
1174, positive, positive
1175, positive, positive
1176, positive, positive
1177, negative, positive
1178, positive, positive
1179, positive, positive
1180, negative, positive
1181, positive, positive
1182, positive, positive
1183, negative, negative
1184, negative, negative
1185, negative, negative
1186, negative, negative
1187, negative, negative
1188, negative, negative
1189, negative, negative
1190, negative, negative
1191, negative, negative
1192, negative, negative
1193, negative, negative
1194, negative, negative
1195, negative, negative
1196, negative, negative
1197, negative, negative
1198, negative, negative
1199, negative, negative
1200, negative, negative
1201, negative, negative
1202, negative, negative
1203, positive, negative
1204, negative, negative
1205, negative, negative
1206, negative, negative
1207, negative, negative
1208, negative, negative
1209, negative, negative
1210, negative, negative
1211, negative, negative
1212, negative, negative
1213, negative, negative
1214, negative, negative
1215, negative, negative
1216, negative, negative
1217, negative, negative
1218, negative, negative
1219, negative, negative
1220, negative, negative
1221, negative, negative
1222, negative, negative
1223, negative, negative
1224, negative, negative
1225, negative, negative
1226, negative, negative
1227, negative, negative
1228, negative, negative
1229, negative, negative
1230, negative, negative
1231, negative, negative
1232, negative, negative
1233, negative, negative
1234, negative, negative
1235, negative, negative
1236, negative, negative
1237, negative, negative
1238, negative, negative
1239, negative, negative
1240, negative, negative
1241, negative, negative
1242, negative, negative
1243, negative, negative
1244, negative, negative
1245, negative, negative
1246, negative, negative
1247, negative, negative
1248, negative, negative
1249, negative, negative
1250, negative, negative
1251, negative, negative
1252, negative, negative
1253, negative, negative
1254, negative, negative
1255, positive, negative
1256, negative, negative
1257, negative, negative
1258, negative, negative
1259, negative, negative
1260, negative, negative
1261, negative, negative
1262, negative, negative
1263, negative, negative
1264, negative, negative
1265, negative, negative
1266, negative, negative
1267, negative, negative
1268, negative, negative
1269, negative, negative
1270, negative, negative
1271, negative, negative
1272, negative, negative
1273, negative, negative
1274, negative, negative
1275, negative, negative
1276, negative, negative
1277, negative, negative
1278, negative, negative
1279, negative, negative
1280, negative, negative
1281, negative, negative
1282, negative, negative
1283, negative, negative
1284, negative, negative
1285, negative, negative
1286, negative, negative
1287, negative, negative
1288, negative, negative
1289, negative, negative
1290, negative, negative
1291, negative, negative
1292, negative, negative
1293, negative, negative
1294, negative, negative
1295, negative, negative
1296, negative, negative
1297, negative, negative
1298, negative, negative
1299, negative, negative
1300, negative, negative
1301, negative, negative
1302, negative, negative
1303, negative, negative
1304, negative, negative
1305, negative, negative
1306, negative, negative
1307, negative, negative
1308, negative, negative
1309, negative, negative
1310, negative, negative
1311, negative, negative
1312, negative, negative
1313, negative, negative
1314, negative, negative
1315, negative, negative
1316, negative, negative
1317, negative, negative
1318, negative, negative
1319, negative, negative
1320, negative, negative
1321, negative, negative
1322, negative, negative
1323, negative, negative
1324, negative, negative
1325, negative, negative
1326, negative, negative
1327, negative, negative
1328, negative, negative
1329, negative, negative
1330, negative, negative
1331, negative, negative
1332, negative, negative
1333, negative, negative
1334, negative, negative
1335, negative, negative
1336, negative, negative
1337, negative, negative
1338, negative, negative
1339, negative, negative
1340, negative, negative
1341, negative, negative
1342, negative, negative
1343, negative, negative
1344, negative, negative
1345, negative, negative
1346, negative, negative
1347, negative, negative
1348, negative, negative
1349, negative, negative
1350, negative, negative
1351, negative, negative
1352, negative, negative
1353, negative, negative
1354, negative, negative
1355, negative, negative
1356, negative, negative
1357, negative, negative
1358, negative, negative
1359, negative, negative
1360, negative, negative
1361, negative, negative
1362, negative, negative
1363, negative, negative
1364, negative, negative
1365, negative, negative
1366, negative, negative
1367, negative, negative
1368, negative, negative
1369, negative, negative
1370, negative, negative
1371, negative, negative
1372, negative, negative
1373, negative, negative
1374, negative, negative
1375, negative, negative
1376, negative, negative
1377, negative, negative
1378, negative, negative
1379, negative, negative
1380, negative, negative
1381, negative, negative
1382, negative, negative
1383, negative, negative
1384, negative, negative
1385, negative, negative
1386, negative, negative
1387, negative, negative
1388, negative, negative
1389, negative, negative
1390, negative, negative
1391, positive, negative
1392, negative, negative
1393, negative, negative
1394, negative, negative
1395, negative, negative
1396, negative, negative
1397, negative, negative
1398, negative, negative
1399, negative, negative
1400, negative, negative
1401, negative, negative
1402, negative, negative
1403, negative, negative
1404, negative, negative
1405, negative, negative
1406, negative, negative
1407, negative, negative
1408, negative, negative
1409, negative, negative
1410, negative, negative
1411, negative, negative
1412, negative, negative
1413, negative, negative
1414, negative, negative
1415, negative, negative
1416, negative, negative
1417, negative, negative
1418, negative, negative
1419, negative, negative
1420, negative, negative
1421, negative, negative
1422, negative, negative
1423, negative, negative
1424, negative, negative
1425, negative, negative
1426, negative, negative
1427, negative, negative
1428, negative, negative
1429, positive, negative
1430, negative, negative
1431, negative, negative
1432, negative, negative
1433, negative, negative
1434, negative, negative
1435, negative, negative
1436, negative, negative
1437, negative, negative
1438, negative, negative
1439, negative, negative
1440, negative, negative
1441, negative, negative
1442, negative, negative
1443, negative, negative
1444, negative, negative
1445, negative, negative
1446, negative, negative
1447, negative, negative
1448, negative, negative
1449, negative, negative
1450, negative, negative
1451, negative, negative
1452, negative, negative
1453, negative, negative
1454, negative, negative
1455, negative, negative
1456, negative, negative
1457, negative, negative
1458, negative, negative
1459, negative, negative
1460, negative, negative
1461, negative, negative
1462, negative, negative
1463, negative, negative
1464, negative, negative
1465, negative, negative
1466, negative, negative
1467, negative, negative
1468, negative, negative
1469, negative, negative
1470, negative, negative
1471, negative, negative
1472, negative, negative
1473, negative, negative
1474, negative, negative
1475, negative, negative
1476, negative, negative
1477, negative, negative
1478, negative, negative
1479, negative, negative
1480, negative, negative
1481, negative, negative
1482, negative, negative
1483, negative, negative
1484, negative, negative
1485, positive, negative
1486, negative, negative
1487, negative, negative
1488, negative, negative
1489, negative, negative
1490, negative, negative
1491, negative, negative
1492, negative, negative
1493, negative, negative
1494, negative, negative
1495, negative, negative
1496, negative, negative
1497, negative, negative
1498, negative, negative
1499, negative, negative
1500, negative, negative
1501, negative, negative
1502, negative, negative
1503, negative, negative
1504, negative, negative
1505, negative, negative
1506, negative, negative
1507, negative, negative
1508, negative, negative
1509, positive, negative
1510, negative, negative
1511, negative, negative
1512, negative, negative
1513, negative, negative
1514, negative, negative
1515, negative, negative
1516, negative, negative
1517, negative, negative
1518, negative, negative
1519, negative, negative
1520, negative, negative
1521, negative, negative
1522, negative, negative
1523, negative, negative
1524, negative, negative
1525, negative, negative
1526, negative, negative
1527, negative, negative
1528, negative, negative
1529, negative, negative
1530, negative, negative
1531, negative, negative
1532, negative, negative
1533, negative, negative
1534, negative, negative
1535, negative, negative
1536, negative, negative
1537, negative, negative
1538, negative, negative
1539, negative, negative
1540, negative, negative
1541, negative, negative
1542, negative, negative
1543, negative, negative
1544, negative, negative
1545, negative, negative
1546, negative, negative
1547, negative, negative
1548, negative, negative
1549, negative, negative
1550, negative, negative
1551, negative, negative
1552, negative, negative
1553, negative, negative
1554, negative, negative
1555, negative, negative
1556, negative, negative
1557, negative, negative
1558, negative, negative
1559, negative, negative
1560, negative, negative
1561, negative, negative
1562, negative, negative
1563, negative, negative
1564, negative, negative
1565, negative, negative
1566, negative, negative
1567, negative, negative
1568, negative, negative
1569, negative, negative
1570, negative, negative
1571, negative, negative
1572, negative, negative
1573, negative, negative
1574, negative, negative
1575, negative, negative
1576, negative, negative
1577, positive, negative
1578, negative, negative
1579, negative, negative
1580, negative, negative
1581, positive, negative
1582, negative, negative
1583, negative, negative
1584, negative, negative
1585, negative, negative
1586, negative, negative
1587, negative, negative
1588, negative, negative
1589, negative, negative
1590, negative, negative
1591, negative, negative
1592, negative, negative
1593, negative, negative
1594, negative, negative
1595, negative, negative
1596, negative, negative
1597, negative, negative
1598, negative, negative
1599, negative, negative
1600, negative, negative
1601, negative, negative
1602, negative, negative
1603, negative, negative
1604, negative, negative
1605, negative, negative
1606, negative, negative
1607, negative, negative
1608, negative, negative
1609, negative, negative
1610, negative, negative
1611, negative, negative
1612, negative, negative
1613, negative, negative
1614, negative, negative
1615, negative, negative
1616, negative, negative
1617, negative, negative
1618, negative, negative
1619, negative, negative
1620, negative, negative
1621, negative, negative
1622, negative, negative
1623, negative, negative
1624, negative, negative
1625, negative, negative
1626, negative, negative
1627, negative, negative
1628, negative, negative
1629, negative, negative
1630, negative, negative
1631, negative, negative
1632, negative, negative
1633, negative, negative
1634, negative, negative
1635, negative, negative
